tid,date,type,price,amount
18372869,1735264263,buy,595989.16955338,0.00018456
18372870,1735264277,buy,596102.58082516,0.00031518
18372871,1735264282,sell,595598.67331712,0.00001662
18372872,1735264292,sell,595598.67331715,0.00018327
18372873,1735264308,buy,596009.72780735,0.00000325
18372874,1735264321,buy,596009.72780735,0.00024742
18372875,1735264358,buy,595715.15772039,0.00002636
18372876,1735264386,buy,595596.06402213,0.00017496
18372877,1735264403,buy,595747.15790072,0.00049505
18372878,1735264417,sell,595529.03000000,0.00000169
18372879,1735264417,sell,595280.03798282,0.00000020
18372880,1735264424,sell,595135.15657060,0.00004800
18372881,1735264424,buy,595655.04873360,0.00022618
18372882,1735264425,buy,595633.55529660,0.00002128
18372883,1735264433,sell,595160.36433465,0.00016857
18372884,1735264465,buy,595540.53921390,0.00018158
18372885,1735264473,buy,595540.53921363,0.00016014
18372886,1735264506,buy,595540.53921352,0.00020000
18372887,1735264506,buy,595721.35007576,0.00021678
18372888,1735264543,buy,595749.22278142,0.00041254
18372889,1735264544,buy,595749.22278142,0.00018464
18372890,1735264546,sell,595217.97262827,0.00016846
18372891,1735264560,buy,595749.22278094,0.00018464
18372892,1735264577,sell,595363.37023014,0.00018335
18372893,1735264589,buy,595749.22278071,0.00003357
18372894,1735264595,sell,595363.37028058,0.00018335
18372895,1735264595,buy,595749.22278071,0.00016643
18372896,1735264595,buy,595892.29383218,0.00023714
18372897,1735264597,buy,595892.29383216,0.00166154
18372898,1735264602,buy,596038.35589519,0.00008137
